name,value,year,lastValue,rank
Honda,18084.2,2009.4,18013.9,
American Express,18072.5,2016.5,18129.6,
Ford,18067.1,2002.7,18400.8,
Gillette,18066.4,2017.1,18200,
IKEA,18066.4,2017.4,18167.8,
Cisco,18066.4,2000.7,18352.2,
Citi,18066,2002,18159.9,
Honda,18058.2,2008.8,18185.8,
American Express,18057.4,2017.2,17922.2,
Zara,18056.4,2017.6,18142.5,
SAP,18054,2014.5,17911.2,
Amazon,18038.3,2011.9,17451.6,
American Express,18033.4,2004.4,17945.8,
Zara,18030.9,2016.7,17850.2,
IKEA,18025.4,2016.3,17961.6,
American Express,18018.8,2013.2,17832.4,
American Express,18015.4,2016.6,18072.5,
Pepsi,18014.7,2013.1,17892,
Honda,18013.9,2009.3,17943.6,
HP,18009.6,2002.4,17701.2,
H&M,18008.3,2012.9,17848.6,
Honda,18006,2012.6,17885,
Cisco,18002.1,2006.3,17845.4,
Honda,17998,2007,17903.1,
HP,17988,2015.4,19255,
HP,17983,2001,18241.9,
Zara,17970.3,2017.7,18056.4,
IKEA,17965,2017.5,18066.4,
IKEA,17961.6,2016.2,17897.8,
American Express,17958.3,2016.7,18015.4,
American Express,17945.8,2004.3,17858.2,
Honda,17943.6,2009.2,17873.3,
Gillette,17943,2005.2,17738.5,
Gillette,17932.8,2017.2,18066.4,
Honda,17930.6,2008.9,18058.2,
Honda,17925.3,2011.7,18140.4,
H&M,17924.6,2017.7,18290.8,
American Express,17922.2,2017.1,17787,
Nike,17922,2013.3,17643,
Samsung,17912.6,2009.2,17715.3,
SAP,17911.2,2014.4,17768.4,
Honda,17903.1,2006.9,17808.2,
American Express,17901.2,2016.8,17958.3,
IKEA,17897.8,2016.1,17834,
Pepsi,17892,2013,17762.2,
Honda,17885,2012.5,17764,
Zara,17884.2,2017.8,17970.3,
Louis Vuitton,17877.5,2006.1,17606,
Honda,17873.3,2009.1,17803,
BMW,17873.3,2005.3,17624.2,
IKEA,17863.6,2017.6,17965,
HP,17862.3,2001.1,17983,
American Express,17858.2,2004.2,17770.6,
Zara,17850.2,2016.6,17669.5,
H&M,17848.6,2012.8,17688.9,
Cisco,17845.4,2006.2,17688.7,
American Express,17844.1,2016.9,17901.2,
Google,17837,2007,17290.9,
IKEA,17834,2016,17704.7,
American Express,17832.4,2013.1,17646,
Honda,17808.2,2006.8,17713.3,
Honda,17803,2009,17930.6,
Gillette,17799.2,2017.3,17932.8,
Zara,17798.1,2017.9,17884.2,
American Express,17787,2017,17844.1,
Cisco,17780.6,2000.8,18066.4,
American Express,17770.6,2004.1,17683,
SAP,17768.4,2014.3,17625.6,
Honda,17764,2012.4,17643,
Pepsi,17762.2,2012.9,17632.4,
IKEA,17762.2,2017.7,17863.6,
American Express,17758.6,2008.6,18455.5,
Oracle,17748.4,2011.1,17262,
HP,17741.6,2001.2,17862.3,
Gillette,17738.5,2005.1,17534,
Ford,17733.4,2002.8,18067.1,
Apple,17717,2009.4,17146,
Samsung,17715.3,2009.1,17518,
Honda,17713.3,2006.7,17618.4,
Zara,17712,2018,17798.1,
Honda,17710.2,2011.8,17925.3,
IKEA,17704.7,2015.9,17575.4,
HP,17701.2,2002.3,17392.8,
Samsung,17689,2008,17605.4,
H&M,17688.9,2012.7,17529.2,
Cisco,17688.7,2006.1,17532,
American Express,17683,2004,17598,
Samsung,17671.9,2008.1,17689,
Zara,17669.5,2016.5,17488.8,
Gillette,17665.6,2017.4,17799.2,
IKEA,17660.8,2017.8,17762.2,
Samsung,17654.8,2008.2,17671.9,
American Express,17646,2013,17451.6,
Nike,17643,2013.2,17364,
Honda,17643,2012.3,17522,
Samsung,17637.7,2008.3,17654.8,
Pepsi,17632.4,2012.8,17502.6,
SAP,17625.6,2014.2,17482.8,
BMW,17624.2,2005.2,17375.1,
HP,17620.9,2001.3,17741.6,
Samsung,17620.6,2008.4,17637.7,
Honda,17618.4,2006.6,17523.5,
Louis Vuitton,17606,2006,17453.1,
Samsung,17605.4,2007.9,17521.8,
Samsung,17603.5,2008.5,17620.6,
American Express,17598,2003.9,17513,
Samsung,17586.4,2008.6,17603.5,
IKEA,17575.4,2015.8,17446.1,
Samsung,17569.3,2008.7,17586.4,
J.P. Morgan,17567,2018,17385.2,
IKEA,17559.4,2017.9,17660.8,
H&M,17558.4,2017.8,17924.6,
Samsung,17552.2,2008.8,17569.3,
Samsung,17535.1,2008.9,17552.2,
Gillette,17534,2005,17452.9,
Cisco,17532,2006,17438,
Gillette,17532,2017.5,17665.6,
H&M,17529.2,2012.6,17369.5,
Honda,17523.5,2006.5,17428.6,
Honda,17522,2012.2,17401,
Samsung,17521.8,2007.8,17438.2,
Samsung,17518,2009,17535.1,
American Express,17513,2003.8,17428,
Pepsi,17502.6,2012.7,17372.8,
HP,17500.2,2001.4,17620.9,
Honda,17495.1,2011.9,17710.2,
Cisco,17494.8,2000.9,17780.6,
Zara,17488.8,2016.4,17308.1,
SAP,17482.8,2014.1,17340,
IKEA,17458,2018,17559.4,
Louis Vuitton,17453.1,2005.9,17300.2,
Gillette,17452.9,2004.9,17371.8,
American Express,17451.6,2012.9,17257.2,
Amazon,17451.6,2011.8,16864.9,
IKEA,17446.1,2015.7,17316.8,
Samsung,17438.2,2007.7,17354.6,
Cisco,17438,2005.9,17344,
Honda,17428.6,2006.4,17333.7,
American Express,17428,2003.7,17343,
Facebook,17421,2014.4,16653,
Honda,17401,2012.1,17280,
Ford,17399.7,2002.9,17733.4,
Gillette,17398.4,2017.6,17532,
HP,17392.8,2002.2,17084.4,
J.P. Morgan,17385.2,2017.9,17203.4,
HP,17379.5,2001.5,17500.2,
BMW,17375.1,2005.1,17126,
Pepsi,17372.8,2012.6,17243,
Gillette,17371.8,2004.8,17290.7,
H&M,17369.5,2012.5,17209.8,
Nike,17364,2013.1,17085,
Gillette,17358,2000,17358,
Samsung,17354.6,2007.6,17271,
Cisco,17344,2005.8,17250,
American Express,17343,2003.6,17258,
SAP,17340,2014,17273.6,
Honda,17333.7,2006.3,17238.8,
IKEA,17316.8,2015.6,17187.5,
Zara,17308.1,2016.3,17127.4,
Louis Vuitton,17300.2,2005.8,17147.3,
Google,17290.9,2006.9,16744.8,
Gillette,17290.7,2004.7,17209.6,
Honda,17280,2012,17495.1,
SAP,17273.6,2013.9,17207.2,
Samsung,17271,2007.5,17187.4,
Gillette,17264.8,2017.7,17398.4,
Oracle,17262,2011,17023.9,
HP,17258.8,2001.6,17379.5,
American Express,17258,2003.5,17173,
American Express,17257.2,2012.8,17062.8,
Cisco,17250,2005.7,17156,
Pepsi,17243,2012.5,17113.2,
Honda,17238.8,2006.2,17143.9,
H&M,17209.8,2012.4,17050.1,
Gillette,17209.6,2004.6,17128.5,
Cisco,17209,2001,17494.8,
SAP,17207.2,2013.8,17140.8,
J.P. Morgan,17203.4,2017.8,17021.6,
Citi,17198,2008.3,18190,
H&M,17192.2,2017.9,17558.4,
IKEA,17187.5,2015.5,17058.2,
Samsung,17187.4,2007.4,17103.8,
American Express,17173,2003.4,17088,
Cisco,17156,2005.6,17062,
Gillette,17152,2000.1,17358,
Louis Vuitton,17147.3,2005.7,16994.4,
Apple,17146,2009.3,16575,
Honda,17143.9,2006.1,17049,
SAP,17140.8,2013.7,17074.4,
HP,17138.1,2001.7,17258.8,
Gillette,17131.2,2017.8,17264.8,
Gillette,17128.5,2004.5,17047.4,
Zara,17127.4,2016.2,16946.7,
BMW,17126,2005,17002,
Pepsi,17113.2,2012.4,16983.4,
Cisco,17110.3,2001.1,17209,
Samsung,17103.8,2007.3,17020.2,
American Express,17088,2003.3,17003,
Nike,17085,2013,16889.1,
HP,17084.4,2002.1,16776,
SAP,17074.4,2013.6,17008,
Ford,17066,2003,17399.7,
American Express,17062.8,2012.7,16868.4,
Cisco,17062,2005.5,16968,
American Express,17061.7,2008.7,17758.6,
IKEA,17058.2,2015.4,16928.9,
H&M,17050.1,2012.3,16890.4,
Honda,17049,2006,16922.9,
Gillette,17047.4,2004.4,16966.3,
Oracle,17023.9,2010.9,16785.8,
J.P. Morgan,17021.6,2017.7,16839.8,
Samsung,17020.2,2007.2,16936.6,
HP,17017.4,2001.8,17138.1,
Cisco,17011.6,2001.2,17110.3,
SAP,17008,2013.5,16941.6,
American Express,17003,2003.2,16918,
BMW,17002,2004.9,16878,
Gillette,16997.6,2017.9,17131.2,
Louis Vuitton,16994.4,2005.6,16841.5,
Pepsi,16983.4,2012.3,16853.6,
Cisco,16968,2005.4,16874,
Gillette,16966.3,2004.3,16885.2,
Zara,16946.7,2016.1,16766,
Gillette,16946,2000.2,17152,
SAP,16941.6,2013.4,16875.2,
Samsung,16936.6,2007.1,16853,
IKEA,16928.9,2015.3,16799.6,
Honda,16922.9,2005.9,16796.8,
American Express,16919,2001,16839.3,
American Express,16918,2003.1,16833,
Cisco,16912.9,2001.3,17011.6,
HP,16896.7,2001.9,17017.4,
H&M,16890.4,2012.2,16730.7,
Nike,16889.1,2012.9,16693.2,
Gillette,16885.2,2004.2,16804.1,
BMW,16878,2004.8,16754,
SAP,16875.2,2013.3,16808.8,
Cisco,16874,2005.3,16780,
American Express,16868.4,2012.6,16674,
Amazon,16864.9,2011.7,16278.2,
Gillette,16864,2018,16997.6,
American Express,16855.8,2001.1,16919,
Pepsi,16853.6,2012.2,16723.8,
Samsung,16853,2007,16784.6,
UPS,16849,2018,16802.8,
Louis Vuitton,16841.5,2005.5,16688.6,
J.P. Morgan,16839.8,2017.6,16658,
American Express,16839.3,2000.9,16759.6,
American Express,16833,2003,16778.4,
H&M,16826,2018,17192.2,
Cisco,16814.2,2001.4,16912.9,
SAP,16808.8,2013.2,16742.4,
Ford,16806.9,2003.1,17066,
Gillette,16804.1,2004.1,16723,
UPS,16802.8,2017.9,16756.6,
IKEA,16799.6,2015.2,16670.3,
Honda,16796.8,2005.8,16670.7,
American Express,16792.6,2001.2,16855.8,
Oracle,16785.8,2010.8,16547.7,
Samsung,16784.6,2006.9,16716.2,
Cisco,16780,2005.2,16686,
American Express,16778.4,2002.9,16723.8,
HP,16776,2002,16896.7,
Zara,16766,2016,16492.5,
American Express,16759.6,2000.8,16679.9,
UPS,16756.6,2017.8,16710.4,
BMW,16754,2004.7,16630,
Google,16744.8,2006.8,16198.7,
SAP,16742.4,2013.1,16676,
Gillette,16740,2000.3,16946,
H&M,16730.7,2012.1,16571,
American Express,16729.4,2001.3,16792.6,
American Express,16723.8,2002.8,16669.2,
Pepsi,16723.8,2012.1,16594,
Gillette,16723,2004,16648.5,
HP,16721,2015.5,17988,
Samsung,16716.2,2006.8,16647.8,
Cisco,16715.5,2001.5,16814.2,
UPS,16710.4,2017.7,16664.2,
Nike,16693.2,2012.8,16497.3,
Louis Vuitton,16688.6,2005.4,16535.7,
Cisco,16686,2005.1,16592,
American Express,16679.9,2000.7,16600.2,
SAP,16676,2013,16572.5,
American Express,16674,2012.5,16479.6,
Honda,16670.7,2005.7,16544.6,
IKEA,16670.3,2015.1,16541,
American Express,16669.2,2002.7,16614.6,
American Express,16666.2,2001.4,16729.4,
UPS,16664.2,2017.6,16618,
J.P. Morgan,16658,2017.5,16476.2,
Facebook,16653,2014.3,15885,
Gillette,16648.5,2003.9,16574,
Samsung,16647.8,2006.7,16579.4,
BMW,16630,2004.6,16506,
UPS,16618,2017.5,16571.8,
Pampers,16617,2018,16596.9,
Cisco,16616.8,2001.6,16715.5,
American Express,16614.6,2002.6,16560,
American Express,16603,2001.5,16666.2,
American Express,16600.2,2000.6,16520.5,
Pampers,16596.9,2017.9,16576.8,
Pepsi,16594,2012,16393.6,
Cisco,16592,2005,16527.6,
Samsung,16579.4,2006.6,16511,
Pampers,16576.8,2017.8,16556.7,
Apple,16575,2009.2,16004,
Gillette,16574,2003.8,16499.5,
SAP,16572.5,2012.9,16469,
UPS,16571.8,2017.4,16525.6,
H&M,16571,2012,16559.8,
American Express,16560,2002.5,16505.4,
H&M,16559.8,2011.9,16548.6,
Pampers,16556.7,2017.7,16536.6,
H&M,16548.6,2011.8,16537.4,
Ford,16547.8,2003.2,16806.9,
Oracle,16547.7,2010.7,16309.6,
Honda,16544.6,2005.6,16418.5,
IKEA,16541,2015,16475.4,
American Express,16539.8,2001.6,16603,
H&M,16537.4,2011.7,16526.2,
Pampers,16536.6,2017.6,16516.5,
Louis Vuitton,16535.7,2005.3,16382.8,
Gillette,16534,2000.4,16740,
Cisco,16527.6,2004.9,16463.2,
H&M,16526.2,2011.6,16515,
UPS,16525.6,2017.3,16479.4,
American Express,16520.5,2000.5,16440.8,
Cisco,16518.1,2001.7,16616.8,
Pampers,16516.5,2017.5,16496.4,
H&M,16515,2011.5,16503.8,
Samsung,16511,2006.5,16442.6,
BMW,16506,2004.5,16382,
American Express,16505.4,2002.4,16450.8,
H&M,16503.8,2011.4,16492.6,
Gillette,16499.5,2003.7,16425,
Nike,16497.3,2012.7,16301.4,
Pampers,16496.4,2017.4,16476.3,
H&M,16492.6,2011.3,16481.4,
Zara,16492.5,2015.9,16219,
H&M,16481.4,2011.2,16470.2,
American Express,16479.6,2012.4,16285.2,
UPS,16479.4,2017.2,16433.2,
American Express,16476.6,2001.7,16539.8,
Pampers,16476.3,2017.3,16456.2,
J.P. Morgan,16476.2,2017.4,16294.4,
IKEA,16475.4,2014.9,16409.8,
H&M,16470.2,2011.1,16459,
SAP,16469,2012.8,16365.5,
Cisco,16463.2,2004.8,16398.8,
H&M,16459,2011,16426.7,
Pampers,16456.2,2017.2,16436.1,
American Express,16450.8,2002.3,16396.2,
Samsung,16442.6,2006.4,16374.2,
American Express,16440.8,2000.4,16361.1,
Pampers,16436.1,2017.1,16416,
UPS,16433.2,2017.1,16387,
H&M,16426.7,2010.9,16394.4,
Gillette,16425,2003.6,16350.5,
Cisco,16419.4,2001.8,16518.1,
Honda,16418.5,2005.5,16292.4,
Pampers,16416,2017,16387.8,
American Express,16413.4,2001.8,16476.6,
IKEA,16409.8,2014.8,16344.2,
Sony,16409,2000,16409,
Cisco,16398.8,2004.7,16334.4,
American Express,16396.2,2002.2,16341.6,
H&M,16394.4,2010.8,16362.1,
Pepsi,16393.6,2011.9,16193.2,
Pampers,16387.8,2016.9,16359.6,
UPS,16387,2017,16281.6,
Louis Vuitton,16382.8,2005.2,16229.9,
BMW,16382,2004.4,16258,
Samsung,16374.2,2006.3,16305.8,
Hermes,16372,2018,16155.8,
SAP,16365.5,2012.7,16262,
American Express,16364.8,2008.8,17061.7,
H&M,16362.1,2010.7,16329.8,
American Express,16361.1,2000.3,16281.4,
Pampers,16359.6,2016.8,16331.4,
Gillette,16350.5,2003.5,16276,
American Express,16350.2,2001.9,16413.4,
IKEA,16344.2,2014.7,16278.6,
American Express,16341.6,2002.1,16287,
Cisco,16334.4,2004.6,16270,
Pampers,16331.4,2016.7,16303.2,
H&M,16329.8,2010.6,16297.5,
Gillette,16328,2000.5,16534,
Cisco,16320.7,2001.9,16419.4,
Oracle,16309.6,2010.6,16071.5,
Samsung,16305.8,2006.2,16237.4,
Pampers,16303.2,2016.6,16275,
Nike,16301.4,2012.6,16105.5,
H&M,16297.5,2010.5,16265.2,
J.P. Morgan,16294.4,2017.3,16112.6,
Honda,16292.4,2005.4,16166.3,
Ford,16288.7,2003.3,16547.8,
American Express,16287,2002,16350.2,
American Express,16285.2,2012.3,16090.8,
UPS,16281.6,2016.9,16176.2,
American Express,16281.4,2000.2,16201.7,
IKEA,16278.6,2014.6,16213,
Amazon,16278.2,2011.6,15691.5,
Gillette,16276,2003.4,16201.5,
Pampers,16275,2016.5,16246.8,
Cisco,16270,2004.5,16205.6,
Sony,16268.6,2000.1,16409,
H&M,16265.2,2010.4,16232.9,
SAP,16262,2012.6,16158.5,
BMW,16258,2004.3,16134,
Pampers,16246.8,2016.4,16218.6,
Samsung,16237.4,2006.1,16169,
H&M,16232.9,2010.3,16200.6,
Louis Vuitton,16229.9,2005.1,16077,
Cisco,16222,2002,16320.7,
Zara,16219,2015.8,15945.5,
Pampers,16218.6,2016.3,16190.4,
IKEA,16213,2014.5,16147.4,
Citi,16206,2008.4,17198,
Cisco,16205.6,2004.4,16141.2,
American Express,16201.7,2000.1,16122,
Gillette,16201.5,2003.3,16127,
H&M,16200.6,2010.2,16168.3,
Google,16198.7,2006.7,15652.6,
Pepsi,16193.2,2011.8,15992.8,
Pampers,16190.4,2016.2,16162.2,
Cisco,16178.7,2002.1,16222,
UPS,16176.2,2016.8,16070.8,
Samsung,16169,2006,16047.7,
H&M,16168.3,2010.1,16136,
Honda,16166.3,2005.3,16040.2,
Pampers,16162.2,2016.1,16134,
SAP,16158.5,2012.5,16055,
Hermes,16155.8,2017.9,15939.6,
IKEA,16147.4,2014.4,16081.8,
Cisco,16141.2,2004.3,16076.8,
H&M,16136,2010,16059.9,
Cisco,16135.4,2002.2,16178.7,
BMW,16134,2004.2,16010,
Pampers,16134,2016,16047.3,
Sony,16128.2,2000.2,16268.6,
Gillette,16127,2003.2,16052.5,
Gillette,16122,2000.6,16328,
American Express,16122,2000,16122,
J.P. Morgan,16112.6,2017.2,15930.8,
Nike,16105.5,2012.5,15909.6,
Cisco,16092.1,2002.3,16135.4,
American Express,16090.8,2012.2,15896.4,
IKEA,16081.8,2014.3,16016.2,
Louis Vuitton,16077,2005,15129.5,
Cisco,16076.8,2004.2,16012.4,
Oracle,16071.5,2010.5,15833.4,
UPS,16070.8,2016.7,15965.4,
H&M,16059.9,2009.9,15983.8,
SAP,16055,2012.4,15951.5,
Gillette,16052.5,2003.1,15978,
Cisco,16048.8,2002.4,16092.1,
Samsung,16047.7,2005.9,15926.4,
Pampers,16047.3,2015.9,15960.6,
Honda,16040.2,2005.2,15914.1,
Ford,16029.6,2003.4,16288.7,
IKEA,16016.2,2014.2,15950.6,
Cisco,16012.4,2004.1,15948,
BMW,16010,2004.1,15886,
Cisco,16005.5,2002.5,16048.8,
Apple,16004,2009.1,15433,
Pepsi,15992.8,2011.7,15792.4,
Sony,15987.8,2000.3,16128.2,
H&M,15983.8,2009.8,15907.7,
Gillette,15978,2003,15876.1,
UPS,15965.4,2016.6,15860,
Cisco,15962.2,2002.6,16005.5,
Pampers,15960.6,2015.8,15873.9,
SAP,15951.5,2012.3,15848,
IKEA,15950.6,2014.1,15885,
Cisco,15948,2004,15932.1,
Zara,15945.5,2015.7,15672,
Hermes,15939.6,2017.8,15723.4,
Cisco,15932.1,2003.9,15916.2,
J.P. Morgan,15930.8,2017.1,15749,
Samsung,15926.4,2005.8,15805.1,
Cisco,15918.9,2002.7,15962.2,
Cisco,15916.2,2003.8,15900.3,
Gillette,15916,2000.7,16122,
Honda,15914.1,2005.1,15788,
Nike,15909.6,2012.4,15713.7,
H&M,15907.7,2009.7,15831.6,
Cisco,15900.3,2003.7,15884.4,
American Express,15896.4,2012.1,15702,
BMW,15886,2004,15808,
Facebook,15885,2014.2,15117,
IKEA,15885,2014,15678.3,
Cisco,15884.4,2003.6,15868.5,
Gillette,15876.1,2002.9,15774.2,
Cisco,15875.6,2002.8,15918.9,
Pampers,15873.9,2015.7,15787.2,
Cisco,15868.5,2003.5,15852.6,
UPS,15860,2016.5,15754.6,
Cisco,15852.6,2003.4,15836.7,
SAP,15848,2012.2,15744.5,
Sony,15847.4,2000.4,15987.8,
Cisco,15836.7,2003.3,15820.8,
Oracle,15833.4,2010.4,15595.3,
Cisco,15832.3,2002.9,15875.6,
H&M,15831.6,2009.6,15755.5,
Cisco,15820.8,2003.2,15804.9,
BMW,15808,2003.9,15730,
Samsung,15805.1,2005.7,15683.8,
Cisco,15804.9,2003.1,15789,
Pepsi,15792.4,2011.6,15592,
Cisco,15789,2003,15832.3,
Honda,15788,2005,15696.6,
Pampers,15787.2,2015.6,15700.5,
Gillette,15774.2,2002.8,15672.3,
Ford,15770.5,2003.5,16029.6,
H&M,15755.5,2009.5,15679.4,
UPS,15754.6,2016.4,15649.2,
J.P. Morgan,15749,2017,15596.8,
SAP,15744.5,2012.1,15641,
BMW,15730,2003.8,15652,
Hermes,15723.4,2017.7,15507.2,
Nike,15713.7,2012.3,15517.8,
Gillette,15710,2000.8,15916,
Sony,15707,2000.5,15847.4,
American Express,15702,2012,15589,
Pampers,15700.5,2015.5,15613.8,
Honda,15696.6,2004.9,15605.2,
Amazon,15691.5,2011.5,15104.8,
Samsung,15683.8,2005.6,15562.5,
H&M,15679.4,2009.4,15603.3,
IKEA,15678.3,2013.9,15471.6,
Gillette,15672.3,2002.7,15570.4,
Zara,15672,2015.6,15398.5,
American Express,15667.9,2008.9,16364.8,
Google,15652.6,2006.6,15106.5,
BMW,15652,2003.7,15574,
UPS,15649.2,2016.3,15543.8,
SAP,15641,2012,15531.1,
Budweiser,15627,2018,15601.8,
Honda,15625,2003,15568.9,
Pampers,15613.8,2015.4,15527.1,
Honda,15605.2,2004.8,15513.8,
H&M,15603.3,2009.3,15527.2,
Budweiser,15601.8,2017.9,15576.6,
J.P. Morgan,15596.8,2016.9,15444.6,
Oracle,15595.3,2010.3,15357.2,
Pepsi,15592,2011.5,15391.6,
American Express,15589,2011.9,15476,
Budweiser,15576.6,2017.8,15551.4,
BMW,15574,2003.6,15496,
Gillette,15570.4,2002.6,15468.5,
Honda,15568.9,2002.9,15512.8,
Sony,15566.6,2000.6,15707,
Samsung,15562.5,2005.5,15441.2,
Budweiser,15551.4,2017.7,15526.2,
Honda,15549.9,2003.1,15625,
UPS,15543.8,2016.2,15438.4,
SAP,15531.1,2011.9,15421.2,
H&M,15527.2,2009.2,15451.1,
Pampers,15527.1,2015.3,15440.4,
Budweiser,15526.2,2017.6,15501,
Nike,15517.8,2012.2,15321.9,
Honda,15513.8,2004.7,15422.4,
Honda,15512.8,2002.8,15456.7,
Ford,15511.4,2003.6,15770.5,
Hermes,15507.2,2017.6,15291,
Gillette,15504,2000.9,15710,
Budweiser,15501,2017.5,15475.8,
BMW,15496,2003.5,15418,
American Express,15476,2011.8,15363,
Budweiser,15475.8,2017.4,15450.6,
Honda,15474.8,2003.2,15549.9,
IKEA,15471.6,2013.8,15264.9,
Gillette,15468.5,2002.5,15366.6,
Honda,15456.7,2002.7,15400.6,
HP,15454,2015.6,16721,
H&M,15451.1,2009.1,15375,
Budweiser,15450.6,2017.3,15425.4,
J.P. Morgan,15444.6,2016.8,15292.4,
Samsung,15441.2,2005.4,15319.9,
Pampers,15440.4,2015.2,15353.7,
UPS,15438.4,2016.1,15333,
Apple,15433,2009,15262.1,
Sony,15426.2,2000.7,15566.6,
Budweiser,15425.4,2017.2,15400.2,
Honda,15422.4,2004.6,15331,
SAP,15421.2,2011.8,15311.3,
BMW,15418,2003.4,15340,
Honda,15400.6,2002.6,15344.5,
Budweiser,15400.2,2017.1,15375,
Honda,15399.7,2003.3,15474.8,
Zara,15398.5,2015.5,15125,
Pepsi,15391.6,2011.4,15191.2,
Budweiser,15375,2017,15347.4,
H&M,15375,2009,15221.5,
Gillette,15366.6,2002.4,15264.7,
American Express,15363,2011.7,15250,
Oracle,15357.2,2010.2,15119.1,
Pampers,15353.7,2015.1,15267,
Budweiser,15347.4,2016.9,15319.8,
Honda,15344.5,2002.5,15288.4,
BMW,15340,2003.3,15262,
UPS,15333,2016,15272,
Honda,15331,2004.5,15239.6,
Honda,15324.6,2003.4,15399.7,
Nike,15321.9,2012.1,15126,
Samsung,15319.9,2005.3,15198.6,
Budweiser,15319.8,2016.8,15292.2,
SAP,15311.3,2011.7,15201.4,
Gillette,15298,2001,15504,
J.P. Morgan,15292.4,2016.7,15140.2,
Budweiser,15292.2,2016.7,15264.6,
Hermes,15291,2017.5,15074.8,
Honda,15288.4,2002.4,15232.3,
Sony,15285.8,2000.8,15426.2,
UPS,15272,2015.9,15211,
Pampers,15267,2015,15148.1,
IKEA,15264.9,2013.7,15058.2,
Gillette,15264.7,2002.3,15162.8,
Budweiser,15264.6,2016.6,15237,
Gillette,15264.1,2001.1,15298,
Apple,15262.1,2008.9,15091.2,
BMW,15262,2003.2,15184,
Ford,15252.3,2003.7,15511.4,
American Express,15250,2011.6,15137,
Honda,15249.5,2003.5,15324.6,
Honda,15244,2000,15244,
Honda,15239.6,2004.4,15148.2,
Budweiser,15237,2016.5,15209.4,
Honda,15232.3,2002.3,15176.2,
Gillette,15230.2,2001.2,15264.1,
H&M,15221.5,2008.9,15068,
Citi,15214,2008.5,16206,
UPS,15211,2015.8,15150,
Budweiser,15209.4,2016.4,15181.8,
SAP,15201.4,2011.6,15091.5,
Samsung,15198.6,2005.2,15077.3,
Gillette,15196.3,2001.3,15230.2,
Pepsi,15191.2,2011.3,14990.8,
BMW,15184,2003.1,15106,
Honda,15183.4,2000.1,15244,
Budweiser,15181.8,2016.3,15154.2,
Honda,15176.2,2002.2,15120.1,
Honda,15174.4,2003.6,15249.5,
Gillette,15162.8,2002.2,15060.9,
Gillette,15162.4,2001.4,15196.3,
Budweiser,15154.2,2016.2,15126.6,
UPS,15150,2015.7,15089,
Honda,15148.2,2004.3,15056.8,
Pampers,15148.1,2014.9,15029.2,
Sony,15145.4,2000.9,15285.8,
J.P. Morgan,15140.2,2016.6,14988,
American Express,15137,2011.5,15024,
Louis Vuitton,15129.5,2004.9,14182,
Gillette,15128.5,2001.5,15162.4,
Budweiser,15126.6,2016.1,15099,
Nike,15126,2012,15066.2,
Zara,15125,2015.4,14851.5,
Honda,15122.8,2000.2,15183.4,
Honda,15120.1,2002.1,15064,
Oracle,15119.1,2010.1,14881,
Facebook,15117,2014.1,14349,
Google,15106.5,2006.5,14560.4,
BMW,15106,2003,15037.9,
Amazon,15104.8,2011.4,14518.1,
Honda,15099.3,2003.7,15174.4,
Budweiser,15099,2016,14983.4,
Gillette,15094.6,2001.6,15128.5,
SAP,15091.5,2011.5,14981.6,
Apple,15091.2,2008.8,14920.3,
UPS,15089,2015.6,15028,
Samsung,15077.3,2005.1,14956,
Hermes,15074.8,2017.4,14858.6,
H&M,15068,2008.8,14914.5,
Nike,15066.2,2011.9,15006.4,
Honda,15064,2002,15021.4,
Honda,15062.2,2000.3,15122.8,
Gillette,15060.9,2002.1,14959,
Gillette,15060.7,2001.7,15094.6,
IKEA,15058.2,2013.6,14851.5,
Honda,15056.8,2004.2,14965.4,
BMW,15037.9,2002.9,14969.8,
Pampers,15029.2,2014.8,14910.3,
UPS,15028,2015.5,14967,
Gillette,15026.8,2001.8,15060.7,
Honda,15024.2,2003.8,15099.3,
American Express,15024,2011.4,14911,
Honda,15021.4,2001.9,14978.8,
Nike,15006.4,2011.8,14946.6,
Sony,15005,2001,15145.4,
Honda,15001.6,2000.4,15062.2,
Ford,14993.2,2003.8,15252.3,
Gillette,14992.9,2001.9,15026.8,
Pepsi,14990.8,2011.2,14790.4,
J.P. Morgan,14988,2016.5,14835.8,
Budweiser,14983.4,2015.9,14867.8,
SAP,14981.6,2011.4,14871.7,
Honda,14978.8,2001.8,14936.2,
American Express,14971,2009,15667.9,
BMW,14969.8,2002.8,14901.7,
UPS,14967,2015.4,14906,
Honda,14965.4,2004.1,14874,
Gillette,14959,2002,14992.9,
Samsung,14956,2005,14715.7,
Honda,14949.1,2003.9,15024.2,
Nike,14946.6,2011.7,14886.8,
Honda,14941,2000.5,15001.6,
Honda,14936.2,2001.7,14893.6,
Apple,14920.3,2008.7,14749.4,
H&M,14914.5,2008.7,14761,
American Express,14911,2011.3,14798,
Pampers,14910.3,2014.7,14791.4,
UPS,14906,2015.3,14845,
BMW,14901.7,2002.7,14833.6,
Sony,14894.4,2001.1,15005,
Honda,14893.6,2001.6,14851,
Nike,14886.8,2011.6,14827,
Oracle,14881,2010,14762.8,
Honda,14880.4,2000.6,14941,
Honda,14874,2004,14949.1,
SAP,14871.7,2011.3,14761.8,
American Express,14868.3,2009.1,14971,
Budweiser,14867.8,2015.8,14752.2,
